send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
,"Building at 34.6504,33.0121",34.650417759999996,33.01205058,Cyprus,10023.701151789846,122.5,245,185150,34253,3.8,105.5,128625,none,0.0,,False,"https://www.google.com/maps?q=34.650418,33.012051",False,,,,,,,,,
,"Building at 34.6504,33.0113",34.650422320000004,33.01127316,Cyprus,9789.283245872313,122.5,245,185151,34253,3.8,105.5,128625,none,0.0,,False,"https://www.google.com/maps?q=34.650422,33.011273",False,,,,,,,,,
,"Building at 34.6538,33.0159",34.653809939999995,33.01587288,Cyprus,7196.285042922156,77.5,155,117136,21670,3.8,66.8,81375,none,0.0,,False,"https://www.google.com/maps?q=34.65381,33.015873",False,,,,,,,,,
,"Building at 34.6538,33.0150",34.653833080000005,33.01504708,Cyprus,6966.823421420912,82.5,165,124694,23068,3.8,71.1,86625,none,0.0,,False,"https://www.google.com/maps?q=34.653833,33.015047",False,,,,,,,,,
,فونتانا,34.66871438,33.03247622,3013,6730.021472482325,73.0,146,110082,20365,3.8,62.7,76650,partial,0.079,,False,https://maps.google.com/?cid=11704285473882626132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,فونتانا,99 416800,,"2 Livigkston, Amerikanos 3015, Limasol 3015, Cyprus","point_of_interest, establishment",ChIJ7U3gZ8oz5xQRVNiJZKD5baI,,99 416800
,DP World Limassol,34.65618128,33.0173622,Cyprus,6711.826319116727,78.5,157,118647,21950,3.8,67.6,82425,partial,0.088,,False,https://maps.google.com/?cid=14271366708577305479&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,DP World Limassol,25 858700,https://limassolcruise.com/privacy-policy/,"M249+82Q, Harbor Rd, Limasol 3045, Cyprus","corporate_office, point_of_interest, establishment",ChIJC7vmmmky5xQRhwMWlGgUDsY,https://limassolcruise.com/privacy-policy/,25 858700
,Kazoulis Global Logistics Ltd,34.66379030588235,32.99388351176471,"2, Odyssea Androutsou",5182.593312775209,59.5,119,90662,16772,3.7,51.7,62475,none,0.001,,False,https://maps.google.com/?cid=16326550233372704204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Kazoulis warehouse Pickup,25 278278,,"MX7V+M74, Kato Polemidia 4150, Cyprus","point_of_interest, establishment",ChIJwRZHsKAz5xQRzD3Ae--Ok-I,,25 278278
YES,Limassol Greens Head Office,34.646933044444445,32.974078666666664,Cyprus,4881.060268066125,55.5,111,84558,15643,3.7,48.2,58275,none,0.006,jsmith@limassolgreens.com,False,https://maps.google.com/?cid=10751999042281867392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Limassol Greens Head Office,25 888700,https://www.limassolgreens.com/,"Tserkezoi 4652, Cyprus","golf_course, athletic_field, general_contractor, sports_activity_location, point_of_interest, service, establishment",ChIJCVqe5z0v5xQRgAiNlCnGNpU,https://www.limassolgreens.com/,25 888700
,G.P. WOOD DESIGNS L.T.D.,34.668837014285714,33.03316687142857,3013,4785.480297117105,28.0,56,42223,7811,3.8,24.1,29400,likely,0.21,,False,https://maps.google.com/?cid=18193402407150246146&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,G.P. WOOD DESIGNS L.T.D.,96 572712,,"M29M+C7G, Aktaia, Lemesos 3013, Cyprus","service, point_of_interest, manufacturer, establishment",ChIJBYVyGlYy5xQRAlnttRjze_w,,96 572712
YES,KEO Winery & Brewery,34.670137520000004,33.0340948,3013,2993.334617190123,33.5,67,50517,9346,3.8,28.8,35175,none,0.0,keo@keogroup.com,False,https://maps.google.com/?cid=10048642623700544316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,KEO Winery & Brewery,,https://keogroup.com/,"M2CM+277, Franklin Roosevelt, Lemesos 3013, Cyprus","winery, farm, service, manufacturer, food, point_of_interest, establishment",ChIJq6qq-lUy5xQRPCuF7Dnzc4s,https://keogroup.com/,
