send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
YES,Aretaeio Hospital,35.1395039,33.3639855,"55-57, Andrea Avraamidi st, Strovolos 2024, Cyprus",1407.2908019665254,140.5,281,201516,37280,4.0,114.9,147525,likely,0.283,n.nicolaou@aretaeio.com,False,https://maps.google.com/?cid=7947141780946287133&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Aretaeio Hospital,22 200300,https://www.aretaeio.com/,"55-57, Andrea Avraamidi st, Strovolos 2024, Cyprus","hospital, doctor, medical_clinic, health, service, point_of_interest, establishment",ChIJ1eThvJMZ3hQRHfr3EFjrSW4,https://www.aretaeio.com/,22 200300
,Kanakas Radiology Center,35.1613994,33.357866699999995,"11, Kyriakos Matsis Avenue 'Nikis Center, 2nd floor, Lefkoşa 1082, Cyprus",1089.7886253781935,108.5,217,155252,28722,4.0,88.5,113925,none,0.023,,False,https://maps.google.com/?cid=15517508731438708623&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Kanakas Radiology Center,22 318600,,"11, Kyriakos Matsis Avenue 'Nikis Center, 2nd floor, Lefkoşa 1082, Cyprus","medical_center, hospital, doctor, medical_clinic, health, service, point_of_interest, establishment",ChIJUU_Wj-YZ3hQRjzdt2PlDWdc,,22 318600
YES,Cosmetic Derma Medicine,35.165107,33.318284,"28ης Οκτωβρίου 1 &, Georgiou Griva Digeni, Egkomi Lefkosias 2414, Cyprus",749.2386305508188,74.5,149,107062,19806,3.9,61.0,78225,none,0.014,info@cosmeticdermamedicine.gr,False,https://maps.google.com/?cid=10098957568747749327&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Cosmetic Derma Medicine,22 257490,https://www.cosmeticdermamedicine.gr/,"28ης Οκτωβρίου 1 &, Georgiou Griva Digeni, Egkomi Lefkosias 2414, Cyprus","doctor, health, point_of_interest, establishment",ChIJi7W2DZEb3hQRz7_z9ma0Jow,https://www.cosmeticdermamedicine.gr/,22 257490
,Protelia Διαγνωστικό Κέντρο Υπερηχοτομογραφίας,35.1614211,33.3317243,"Nikou Kranidioti 7-tower 5, flat 201, Egkomi Lefkosias 2411, Cyprus",647.216610223098,64.5,129,92686,17147,3.9,52.8,67725,none,0.003,,False,https://maps.google.com/?cid=215631869286923166&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Protelia Διαγνωστικό Κέντρο Υπερηχοτομογραφίας,22 334001,https://protelia.com.cy/,"Nikou Kranidioti 7-tower 5, flat 201, Egkomi Lefkosias 2411, Cyprus","doctor, health, point_of_interest, establishment",ChIJ6_-iGH4b3hQRnrsZ6woU_gI,https://protelia.com.cy/,22 334001
YES,"Ιατρικό Κέντρο ""Ο Απόστολος Λουκάς"" - ""Apostolos Loukas"" Medical Center",35.1572791,33.3128382,"Street, Ilia Papakiriakou 24, Egkomi Lefkosias 2415, Cyprus",538.1316805909585,53.5,107,76885,14224,3.9,43.8,56175,likely,0.172,info@apostolosloukas.org,False,https://maps.google.com/?cid=6137676624833804924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"Ιατρικό Κέντρο ""Ο Απόστολος Λουκάς"" - ""Apostolos Loukas"" Medical Center",22 100444,http://www.apostolosloukas.org/,"Street, Ilia Papakiriakou 24, Egkomi Lefkosias 2415, Cyprus","medical_center, research_institute, hospital, doctor, health, service, point_of_interest, establishment",ChIJkxQLHEMa3hQRfPpvGV9oLVU,http://www.apostolosloukas.org/,22 100444
YES,DIKTEON Medical Diagnostic Center,35.1272355,33.3237302,"Strovolou 290, Strovolos 2048, Cyprus",491.1804714495919,49.0,98,70532,13048,3.9,40.2,51450,partial,0.07,info@dikteonmedical.com,False,https://maps.google.com/?cid=3201733211591508196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,DIKTEON Medical Diagnostic Center,22 325252,http://www.dikteonmedical.com/,"Strovolou 290, Strovolos 2048, Cyprus","medical_center, medical_lab, hospital, doctor, medical_clinic, health, service, point_of_interest, establishment",ChIJUVIXprcb3hQR5IB7dmTXbiw,http://www.dikteonmedical.com/,22 325252
YES,"American Gastroenterology Center, Ioannis & Pavlos Kaimakliotis",35.1453299,33.3590643,"Troias 1, Strovolos 2023, Cyprus",479.4687294422194,47.5,95,68128,12604,4.0,38.8,49875,confirmed,0.337,gastro@cytanet.com.cy,False,https://maps.google.com/?cid=17536953593982892660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,"American Gastroenterology Center, Ioannis & Pavlos Kaimakliotis",22 465999,http://www.agccy.com/,"Troias 1, Strovolos 2023, Cyprus","doctor, health, point_of_interest, establishment",ChIJg9n3K-MZ3hQRdDrcA2HGX_M,http://www.agccy.com/,22 465999
YES,MedInstitute | Nikolenko Clinic,35.169653499999995,33.3736998,"Digeni Akrita 13 - 15, Nicosia 1055, Cyprus",471.3467825846591,47.0,94,67250,12441,4.0,38.3,49350,confirmed,0.507,info@ycmedinstitute.com,False,https://maps.google.com/?cid=5472582712951889534&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,MedInstitute | Nikolenko Clinic,22 755940,https://nikolenkoclinic.com/,"Digeni Akrita 13 - 15, Nicosia 1055, Cyprus","medical_center, hospital, doctor, health, service, point_of_interest, establishment",ChIJ_fad7mcX3hQRft5wgfuE8ks,https://nikolenkoclinic.com/,22 755940
YES,Symeou Dental Center,35.166104499999996,33.3688237,"58-60, Digeni Akrita Avenue, 5989+CF8 Ghinis Building, Διγενή Ακρίτα-1st Floor, Lefkoşa 1061, Cyprus",388.51006288584114,38.5,77,55089,10191,4.0,31.4,40425,none,0.012,info@symeoudental.com,False,https://maps.google.com/?cid=17657964459395713066&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Symeou Dental Center,22 751789,https://www.symeoudental.com/?utm_source=organic&utm_medium=gmb&utm_id=gmbcyprus,"58-60, Digeni Akrita Avenue, 5989+CF8 Ghinis Building, Διγενή Ακρίτα-1st Floor, Lefkoşa 1061, Cyprus","dental_clinic, dentist, doctor, medical_clinic, health, service, point_of_interest, establishment",ChIJr-ZEUWcX3hQRKgjBsh6xDfU,https://www.symeoudental.com/?utm_source=organic&utm_medium=gmb&utm_id=gmbcyprus,22 751789
YES,Smalto Dental Clinic,35.1456824,33.3447585,"Strovolou 76, Nicosia 2018, Cyprus",376.8028532078333,37.5,75,53975,9985,3.9,30.8,39375,likely,0.24,info@smaltoclinic.com,False,https://maps.google.com/?cid=17113517069599489660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Smalto Dental Clinic,22 112112,https://www.smaltoclinic.com/,"Strovolou 76, Nicosia 2018, Cyprus","dental_clinic, dentist, doctor, medical_clinic, health, service, point_of_interest, establishment",ChIJ-Swqf_UZ3hQRfL4Pfxptf-0,https://www.smaltoclinic.com/,22 112112
