send,name,lat,lon,addr,roof_area_m2,peak_kw,panel_count,annual_kwh,savings_eur,payback_yrs,co2_tonnes,system_cost,pv_status,pv_coverage,email_found,email_sent,gmaps_url,gmb_found,gmb_confidence,gmb_name,gmb_phone,gmb_website,gmb_address,google_types,place_id,website,phone
,"Building at 35.1247,33.3538",35.124658475000004,33.353840375,Cyprus,21004.066184949268,211.5,423,303618,56169,4.0,173.1,222075,partial,0.073,,False,"https://www.google.com/maps?q=35.124658,33.35384",False,,,,,,,,,
,الشغل,35.166428333333336,33.25264835238095,Cyprus,5527.715869763164,57.5,115,83064,15367,3.9,47.3,60375,likely,0.274,,False,https://maps.google.com/?cid=1248695634096285951&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,الشغل,,,"5782+HV, Alayköy 2674","restaurant, point_of_interest, food, establishment",ChIJ19zAJgAF3hQR_-jjNhBCVBE,,
,"Building at 35.1628,33.2730",35.162762300000004,33.27302213076923,Cyprus,3969.6193939760537,40.0,80,57784,10690,3.9,32.9,42000,none,0.0,,False,"https://www.google.com/maps?q=35.162762,33.273022",False,,,,,,,,,
,EL CHAPO GARAGE,35.1503681,33.231420577777776,Cyprus,3342.691843837462,36.0,72,52225,9662,3.9,29.8,37800,none,0.0,,False,https://maps.google.com/?cid=17880047429597967275&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,EL CHAPO GARAGE,97 777792,,"Andrea Kariou 4, Kokkinotrimithia 2660, Cyprus","car_repair, service, point_of_interest, establishment",ChIJqzjhMgAF3hQRq7NSmGewIvg,,97 777792
,EAC warehouse,35.126982354545454,33.366652200000004,Cyprus,3267.608134379873,37.0,74,53062,9816,4.0,30.2,38850,none,0.0,,False,https://maps.google.com/?cid=726212219676927033&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,EAC warehouse,,,"Kampou 49, Strovolos 2030, Cyprus","electrician, service, point_of_interest, establishment",ChIJ1WVWpdIZ3hQROSRkiSoGFAo,,
,IVECO Cyprus,35.12859636923077,33.37405316923077,Lemesou Avenue,2937.0768546972604,31.0,62,44463,8226,4.0,25.3,32550,partial,0.139,,False,https://maps.google.com/?cid=17373906131873436316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,IVECO Cyprus,22 740515,http://www.iveco.com.cy/,"Shacolas House, Lemesou 200, Strovolos 2025, Cyprus","truck_dealer, point_of_interest, store, establishment",ChIJe3L61KIZ3hQRnBJMd5ODHPE,http://www.iveco.com.cy/,22 740515
,"Building at 35.1519,33.2516",35.151892079999996,33.25163614,Cyprus,2673.277131213422,28.0,56,40449,7483,3.9,23.1,29400,none,0.049,,False,"https://www.google.com/maps?q=35.151892,33.251636",False,,,,,,,,,
,Paint Works Dimitris Kolanis,35.069523028571425,33.23408785714286,Cyprus,2606.0460588878404,29.0,58,41925,7756,3.9,23.9,30450,none,0.0,,False,https://maps.google.com/?cid=507548822367784724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Paint Works Dimitris Kolanis,99 349864,,"Σπύρου Κυπριανού, Nicosia 2643, Cyprus","car_repair, point_of_interest, service, establishment",ChIJG_r0CXUD3hQRFE9m__YsCwc,,99 349864
,Primepack Ltd,35.06721316,33.23301302,Cyprus,2520.4255731529174,6.5,13,9396,1738,3.9,5.4,6825,none,0.0,,False,https://maps.google.com/?cid=13789778652493815912&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Primepack Ltd,22 625155,https://www.facebook.com/PrimePack.Cy,"Spyrou Kyprianou Avenue 24, Nicosia 2643, Cyprus","point_of_interest, supplier, establishment",ChIJZy44ARIX3hQRaKAogZ8iX78,https://www.facebook.com/PrimePack.Cy,22 625155
,Bike Alert MCA Ltd - Warehouse,35.12796081538461,33.36108793076923,Cyprus,2463.535921455918,27.5,55,39443,7297,4.0,22.5,28875,none,0.0,,False,https://maps.google.com/?cid=10567755864938676872&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Bike Alert MCA Ltd - Warehouse,22 875070,,"Propylaion 28-20, Strovolos 2033, Cyprus","storage, point_of_interest, establishment",ChIJMwSG9iEZ3hQRiIK4Avg1qJI,,22 875070
,Nikos Mantis Ltd,35.06857542,33.23418204,Cyprus,2407.3483610647972,23.5,47,33973,6285,3.9,19.4,24675,none,0.027,,False,https://maps.google.com/?cid=2015509406116005731&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Nikos Mantis Ltd,,,"369M+HCR, Ergates 2643, Cyprus","general_contractor, point_of_interest, service, establishment",ChIJ62jjDgAD3hQRY8cAUSCH-Bs,,
,CHR. KONTOS ENTERPRISES LTD,35.12747544285715,33.36178834285714,"22, Propylaion, Strovolos",2299.180937351154,24.5,49,35140,6501,4.0,20.0,25725,none,0.0,,False,https://maps.google.com/?cid=2249189564404906953&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,CHR. KONTOS ENTERPRISES LTD,22 323346,http://www.kontosenterprises.com/,"Propylaion 22, Strovolos 2033, Cyprus","general_contractor, point_of_interest, service, establishment",ChIJe1R_U_0b3hQRybve-v25Nh8,http://www.kontosenterprises.com/,22 323346
YES,ANCO CATERING EQUIPMENT LTD Headquarters,35.12795444285714,33.35975167142857,Cyprus,2271.158540906695,23.5,47,33706,6236,4.0,19.2,24675,none,0.028,nicholas@anco.com.cy,False,https://maps.google.com/?cid=2203937096921137187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,ANCO CATERING EQUIPMENT LTD Headquarters,22 421375,http://www.anco.com.cy/,"Lamprou Porfyra 5, Strovolos 2033, Cyprus","furniture_store, home_improvement_store, home_goods_store, point_of_interest, store, establishment",ChIJ3WMBG4MZ3hQRI0BK2Rz1lR4,http://www.anco.com.cy/,22 421375
YES,Arimec Trading Ltd,35.12508071904762,33.37026659523809,Cyprus,2122.5499829972528,22.0,44,31555,5838,4.0,18.0,23100,likely,0.175,info@arimec.eu,False,https://maps.google.com/?cid=809147661566919045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Arimec Trading Ltd,22 460240,https://www.arimec.eu/,"Kalamon 27B, Strovolos 2032, Cyprus","building_materials_store, service, point_of_interest, supplier, manufacturer, store, establishment",ChIJKX1Ro-IZ3hQRhcGI2oKrOgs,https://www.arimec.eu/,22 460240
,"Building at 35.1532,33.2524",35.15322657777777,33.25237887777778,Cyprus,2071.5554998691427,14.0,28,20224,3742,3.9,11.5,14700,likely,0.15,,False,"https://www.google.com/maps?q=35.153227,33.252379",False,,,,,,,,,
,INS EXCLUSIVE PROPERTIES LTD,35.104003625000004,33.33055015,Cyprus,2056.53469877812,13.0,26,18728,3465,3.9,10.7,13650,confirmed,0.41,,False,https://maps.google.com/?cid=10152249161257752209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,INS EXCLUSIVE PROPERTIES LTD,99 650290,http://www.exclusiveproperties-cy.com/,"Theofilou Georgiadi 8, Lakatameia 2325, Cyprus","general_contractor, service, point_of_interest, establishment",ChIJr_qHqGwb3hQRkZYGwNII5Iw,http://www.exclusiveproperties-cy.com/,99 650290
YES,Κυβερνητικό Τυπογραφείο,35.12622024615385,33.35555263846154,Cyprus,2000.5416215745277,19.0,38,27252,5042,4.0,15.5,19950,none,0.005,registry@mof.gov.cy,False,https://maps.google.com/?cid=6018746580698650162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Κυβερνητικό Τυπογραφείο,22 405824,https://www.mof.gov.cy/mof/gpo/gpo.nsf,"49G4+M82, Strovolos 2037, Cyprus","government_office, point_of_interest, establishment",ChIJ4VdS3cUZ3hQRMtajXyDihlM,https://www.mof.gov.cy/mof/gpo/gpo.nsf,22 405824
,Κεραμαποθήκη Στροβόλου Απευθείας και Φθηνά,35.12476308461539,33.371083246153844,Cyprus,1924.180042265917,20.0,40,28711,5312,4.0,16.4,21000,none,0.0,,False,https://maps.google.com/?cid=5284224839183188912&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Κεραμαποθήκη Στροβόλου Απευθείας και Φθηνά,22 575048,https://m.facebook.com/keramapothiki/,"Kalamon 27, Strovolos 2032, Cyprus","home_improvement_store, home_goods_store, point_of_interest, store, establishment",ChIJC6cAtZgZ3hQRsEPPhH5WVUk,https://m.facebook.com/keramapothiki/,22 575048
,Swipe for Distribution,35.126039453333334,33.35739216666666,Cyprus,1888.833477927269,18.5,37,26534,4909,4.0,15.1,19425,none,0.007,,False,https://maps.google.com/?cid=1805034728971309269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,HIGH,Swipe for Distribution,22 427273,http://www.swipeonline.com.cy/,"Propontidos 2, Nicosia 2033, Cyprus","point_of_interest, supplier, establishment",ChIJszSNTtkZ3hQR1RCUw4XFDBk,http://www.swipeonline.com.cy/,22 427273
,Holistic Health & Wellness Consultation,35.151920360000005,33.25275156,Cyprus,1806.8685541252576,0.5,1,722,134,3.9,0.4,525,none,0.001,,False,https://maps.google.com/?cid=10448314183582117940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,True,MEDIUM,Holistic Health & Wellness Consultation,99 621187,,"5723+C5C, Kokkinotrimithia 2682, Cyprus","doctor, health, point_of_interest, establishment",ChIJ3U0YnTMF3hQRNHAWdmTe_5A,,99 621187
,"Building at 35.1639,33.2746",35.1638851,33.274632,Cyprus,1797.4280666886425,18.0,36,26003,4810,3.9,14.8,18900,none,0.0,,False,"https://www.google.com/maps?q=35.163885,33.274632",False,,,,,,,,,
